timestamp,BatteryVoltage,Amperage,Temperature,elevatorDesiredPosition,elePosition,eleVelo,eDesiredVelo,shoulderPosition,shoulderDesiredPosition,batteryname
90.80000000000001,2.8,5.2,27.0,578,-839,-4870,5939,781,-112,category1
90.9,8.6,44.3,49.6,246,195,-3333,3561,-146,631,category1
91.0,12.2,27.7,93.0,488,-394,755,3614,-14,320,category1
91.10000000000001,4.5,44.1,32.7,-586,610,-4441,3734,-187,776,category1
91.2,5.3,32.5,49.4,640,97,5235,-2041,-302,-279,category1
91.30000000000001,5.4,1.1,12.0,-896,763,-3179,-4401,-849,-842,category1
91.4,4.0,68.6,89.7,683,-211,826,4145,369,285,category1
91.5,12.8,69.4,11.1,668,-434,3619,-268,-350,-312,category1
91.60000000000001,8.6,35.2,84.3,847,275,1822,-4126,-221,497,category1
91.7,2.1,0.6,99.0,877,-837,-1209,4968,-335,-165,category1
91.80000000000001,0.1,72.7,67.0,671,-826,4635,-5590,363,374,category1
91.9,11.6,35.4,2.8,613,-121,-2534,4166,-139,440,category1
92.0,10.9,66.9,43.0,-460,488,-928,5385,-885,-845,category1
92.10000000000001,11.8,30.7,31.2,-261,697,-5909,-5184,555,723,category1
92.2,12.2,61.3,28.6,-855,813,4923,-3226,-142,-186,category1
92.30000000000001,3.7,78.0,3.7,-346,804,-1945,2928,575,-537,category1
92.4,7.7,60.1,28.9,-548,-162,4372,-392,-654,600,category1
92.5,2.2,67.4,45.7,-870,814,1750,3847,-703,844,category1
92.60000000000001,11.0,12.5,37.0,846,-219,396,-3331,-394,-154,category1
92.7,12.6,28.6,51.7,639,-653,-4589,-1974,-849,-372,category1
92.80000000000001,10.9,53.7,46.3,383,476,-4699,2569,-69,573,category1
92.9,3.0,2.0,65.1,56,46,1941,3282,-2,435,category1
93.0,10.1,19.9,16.0,-477,-47,4481,3691,778,609,category1
93.10000000000001,12.3,44.2,30.6,-64,-298,728,237,670,276,category1
93.2,7.1,37.4,90.1,206,-724,-4220,-1972,489,529,category1
93.30000000000001,0.7,44.1,27.2,230,-651,4092,-1541,425,-349,category1
93.4,0.6,34.7,59.8,-671,611,-5411,3312,-575,-92,category1
93.5,11.0,21.1,22.5,-889,152,-5710,4932,500,-474,category1
93.60000000000001,2.3,40.0,1.4,-694,-828,-590,-3661,-728,430,category1
93.7,0.3,29.6,20.3,-730,-434,2918,4843,571,287,category1
93.80000000000001,11.9,29.0,5.5,-542,626,425,-556,-102,156,category1
93.9,5.3,1.7,31.2,409,-877,-2985,-2978,239,648,category1
94.0,11.4,7.7,90.1,578,-478,-4516,4946,827,-91,category1
94.10000000000001,6.1,12.6,77.0,-285,884,-2219,-4703,7,180,category1
94.2,3.6,27.0,33.2,476,-283,-4333,1365,-750,409,category1
94.30000000000001,8.4,22.1,64.9,-872,32,-4328,2647,644,533,category1
94.4,1.0,11.1,41.5,-704,-320,427,4394,175,-264,category1
94.5,7.2,71.2,75.8,156,628,-239,2301,-794,-598,category1
94.60000000000001,0.4,33.6,42.2,-252,-3,2141,5201,-846,613,category1
94.7,9.6,40.9,60.4,-529,-26,3394,768,-231,578,category1
94.80000000000001,0.3,9.9,98.7,895,-350,3334,5601,-338,-499,category1
94.9,3.5,74.9,95.2,839,-114,1165,-2908,548,-416,category1
95.0,2.9,27.7,78.9,540,-544,-1931,1574,140,-471,category1
95.10000000000001,7.1,47.9,29.3,-42,-463,251,-4087,7,-257,category1
95.2,12.5,51.2,61.9,297,-111,5633,-4512,476,847,category1
95.30000000000001,5.5,13.6,72.2,-591,832,-3678,-3086,-613,682,category1
95.4,9.5,73.3,0.8,-404,-751,-2137,1378,-250,-58,category1
95.5,4.5,76.8,58.1,487,-811,2956,-4202,-49,316,category1
95.60000000000001,2.0,31.2,97.8,-130,287,3715,-1567,-87,-459,category1
95.7,3.6,24.8,11.0,713,-47,5041,-3016,46,464,category1
95.80000000000001,5.1,74.0,9.2,651,-181,1077,5091,63,24,category1
95.9,2.1,5.0,83.0,239,-319,1384,3331,55,754,category1
96.0,11.7,47.3,82.3,-632,231,-1732,3242,-315,-275,category1
96.10000000000001,1.4,70.7,18.2,773,-494,-415,2878,-413,-381,category1
96.2,6.1,74.8,90.1,459,475,-3392,-1426,314,136,category1
96.30000000000001,7.5,12.8,40.1,-639,-216,2301,5085,381,-439,category1
96.4,9.4,27.9,94.8,-589,512,-3310,-3125,-505,-12,category1
96.5,1.1,8.4,85.0,668,25,-3748,4007,828,325,category1
96.60000000000001,10.5,54.8,49.3,511,432,-3987,159,-586,-162,category1
96.7,2.3,44.9,92.9,-660,527,-5877,-2090,-837,871,category1
96.80000000000001,0.6,59.7,6.6,535,-471,-5872,-3236,-149,-406,category1
96.9,10.8,25.7,34.1,-757,588,3549,-229,-168,-204,category1
97.0,8.5,67.6,30.0,-94,137,2196,-4402,-358,562,category1
97.10000000000001,9.2,5.8,80.9,792,-900,-2549,-1389,73,667,category1
97.2,4.8,50.7,91.1,-734,618,-422,-5886,-255,78,category1
97.30000000000001,9.3,30.9,81.3,-298,189,-3917,-5857,-659,-490,category1
97.4,7.8,18.9,26.3,664,-246,-5904,2502,-722,-431,category1
97.5,2.4,13.7,36.2,-57,8,-4952,4887,-544,113,category1
97.60000000000001,0.0,9.1,7.5,643,497,-304,-1997,203,-689,category1
97.7,12.6,3.4,50.0,899,-465,4071,3504,-684,317,category1
97.80000000000001,9.9,44.5,9.7,-313,689,3227,2016,300,-198,category1
97.9,11.1,62.3,95.7,368,371,1645,-1640,297,123,category1
98.0,7.5,57.0,48.8,78,11,-5700,-3939,-398,649,category1
98.10000000000001,2.4,17.9,52.8,-881,537,5707,-999,-790,19,category1
98.2,11.2,18.5,80.9,82,-332,-4657,737,-504,744,category1
98.30000000000001,2.1,78.4,79.4,-639,-7,1345,-1506,413,-900,category1
98.4,10.5,52.7,32.4,-136,-479,-560,757,-782,520,category1
98.5,5.7,36.4,29.3,-886,477,-3210,3710,-248,332,category1
98.60000000000001,7.1,38.3,58.6,-592,-535,5810,-2868,639,893,category1
98.7,0.8,68.4,4.3,469,-684,-5543,4121,351,30,category1
98.80000000000001,10.1,52.3,66.7,655,417,-4494,721,771,-153,category1
98.9,0.1,41.5,19.1,25,121,-5496,3573,409,375,category1
99.0,8.3,1.5,52.7,-892,9,2736,3100,394,-567,category1
99.10000000000001,0.9,53.3,95.2,-437,-217,4820,-22,207,-321,category1
99.2,2.9,30.8,31.6,308,676,-2043,3849,662,-68,category1
99.30000000000001,8.6,20.8,62.7,324,580,-5553,-2733,-524,508,category1
99.4,12.3,22.2,93.2,844,-473,-2955,-4171,704,-369,category1
99.5,9.5,70.2,35.4,-577,-821,-3955,2377,591,-603,category1
99.60000000000001,2.3,7.5,21.4,-161,-588,-1722,-3704,-631,850,category1
99.7,5.5,8.9,2.5,626,-493,-3694,2699,129,-848,category1
99.80000000000001,2.9,72.2,95.2,-150,241,2146,-3235,538,683,category1
99.9,12.4,18.4,54.6,-835,410,-1838,-3260,602,-677,category1
100.0,1.4,62.7,24.4,82,585,-5769,-2183,-207,-11,category1
100.10000000000001,0.8,5.7,15.4,289,537,2058,3930,-659,117,category1
100.2,4.6,40.0,13.4,-265,114,1368,-165,690,-333,category1
100.30000000000001,0.9,36.1,94.2,-155,-700,-3210,2779,446,-128,category1
100.4,5.5,53.2,62.2,255,-702,-904,-2165,817,-628,category1
100.5,2.3,11.3,96.9,744,-213,-3794,5307,271,514,category1
100.60000000000001,1.3,53.7,42.6,168,-494,2645,407,688,-22,category1
100.7,12.1,25.7,68.7,-716,-196,4772,5885,335,-794,category1
100.80000000000001,3.5,34.0,98.3,315,348,5273,-2075,805,396,category1
100.9,10.4,33.2,69.2,369,-619,2358,-5218,-723,893,category1
101.0,0.3,37.0,75.4,761,-365,-4853,-2761,808,-714,category1
101.10000000000001,6.5,3.7,99.4,346,374,-4851,-800,-876,410,category1
101.2,2.3,27.1,0.8,205,849,3415,86,-590,-836,category1
101.30000000000001,1.5,31.9,8.1,63,-225,3339,136,-236,517,category1
101.4,7.1,35.7,59.5,-876,149,1514,1181,398,764,category1
101.5,2.5,22.5,55.1,595,-359,5144,-273,-480,46,category1
101.60000000000001,7.6,24.8,21.5,764,431,-5282,2597,151,-65,category1
101.7,10.0,1.0,42.6,67,-669,5187,3912,-49,142,category1
101.80000000000001,4.1,55.6,89.5,572,668,-529,-3209,-16,-601,category1
101.9,5.1,78.1,77.8,125,-4,-2695,-5270,-698,-518,category1
102.0,1.6,52.3,27.2,721,746,-2974,4157,673,357,category1
102.10000000000001,8.4,13.6,50.2,268,322,1116,-73,-375,23,category1
102.2,6.5,44.2,81.8,55,-474,4715,-1388,715,-347,category1
102.30000000000001,5.3,4.5,54.5,380,848,4507,-4614,80,87,category1
102.4,4.5,49.0,16.5,413,503,2374,-1207,-374,635,category1
102.5,12.9,47.7,91.0,-487,-580,2194,2782,889,-257,category1
102.60000000000001,5.7,65.0,28.4,212,590,-5736,2487,-721,-789,category1
102.7,7.4,43.7,60.2,-610,-251,1394,-5583,270,42,category1
102.80000000000001,8.4,21.8,17.3,-457,887,-437,2445,874,-103,category1
102.9,6.0,6.1,0.1,-199,43,-2248,4055,299,107,category1
103.0,7.6,13.0,14.4,55,-353,3007,-5718,285,-305,category1
103.10000000000001,8.2,10.6,33.8,345,761,2001,-1735,437,-846,category1
103.2,2.8,2.4,47.4,79,460,4780,-3859,-265,-809,category1
103.30000000000001,11.8,44.2,24.3,471,203,4352,-3186,-548,-887,category1
103.4,10.5,45.0,81.6,496,453,-784,-5113,-321,-512,category1
103.5,12.7,62.5,97.0,865,-444,4842,538,791,-667,category1
103.60000000000001,11.3,0.7,28.1,149,223,2374,-5972,-393,-446,category1
103.7,7.5,21.4,70.2,-478,683,-1148,4020,249,-14,category1
103.80000000000001,4.5,31.3,43.5,-242,-876,1265,828,553,812,category1
103.9,0.7,28.9,38.5,-663,321,-2579,-2191,557,-705,category1
104.0,12.1,52.6,25.4,133,-762,1707,2800,-243,355,category1
104.10000000000001,0.6,24.0,82.3,-764,-358,-489,3463,-121,-494,category1
104.2,7.4,68.8,63.4,-861,460,-2730,-1050,-383,-17,category1
104.30000000000001,3.9,67.9,64.1,132,-353,-17,-1520,548,-32,category1
104.4,6.8,13.0,72.7,-234,751,2349,-3056,-229,-890,category1
104.5,4.7,42.9,11.2,86,-397,2906,5295,91,220,category1
104.60000000000001,5.5,29.8,48.7,-342,12,-4475,-5281,-846,-407,category1
104.7,9.0,60.2,33.7,-744,-569,4217,-4975,131,-173,category1
104.80000000000001,8.4,6.3,63.4,-532,620,-551,2339,-85,194,category1
104.9,6.7,31.2,85.5,-380,-315,1574,-3599,-179,845,category1
105.0,7.7,45.1,68.0,780,482,-49,-4254,374,669,category1
105.10000000000001,3.6,56.1,41.0,-803,827,4591,-3094,-314,890,category1
105.2,11.3,72.8,68.0,-8,197,-3995,-218,-754,827,category1
105.30000000000001,1.2,17.5,39.3,705,-632,-3027,-2691,-611,485,category1
105.4,0.4,18.5,60.0,626,-59,-2106,2381,-675,-763,category1
105.5,6.5,10.8,45.4,452,819,3028,3099,100,230,category1
105.60000000000001,5.5,65.6,6.8,-72,721,-1185,-3344,-880,-349,category1
105.7,8.3,23.5,48.5,181,-50,1859,-5581,184,476,category1
105.80000000000001,0.1,62.6,40.1,-794,-279,-2720,-835,383,403,category1
105.9,0.1,64.1,98.3,50,-224,-5723,-5797,-557,-157,category1
106.0,1.7,65.6,82.1,799,507,-1960,-2688,-276,29,category1
106.10000000000001,0.3,25.7,61.7,3,364,-3245,-585,761,-833,category1
106.2,6.6,59.3,19.1,-199,432,-1800,2936,-479,409,category1
106.30000000000001,6.0,75.6,69.4,597,-372,-1602,-2948,-306,-216,category1
106.4,6.8,17.7,52.6,-755,-532,2124,-5520,-266,602,category1
106.5,5.9,23.7,17.8,249,-515,-1413,-5582,840,-489,category1
106.60000000000001,8.6,1.8,99.9,373,323,2562,5466,-379,784,category1
106.7,2.7,30.7,76.2,780,-649,-71,4917,-502,-501,category1
106.80000000000001,7.3,46.3,20.3,-147,597,-800,2096,-762,840,category1
106.9,11.7,14.1,34.6,42,511,-974,-3793,664,525,category1
107.0,5.3,73.2,72.0,-418,-896,-1670,3947,-258,-871,category1
107.10000000000001,12.2,14.9,85.7,-790,-453,-4865,778,56,387,category1
107.2,11.2,22.0,46.1,-814,-211,2706,-5901,-320,164,category1
107.30000000000001,10.6,66.0,65.2,-316,-306,-2517,49,-349,259,category1
107.4,1.4,1.1,16.6,171,-237,-3193,4218,-310,867,category1
107.5,4.2,7.4,54.7,575,-884,-2430,-4627,-426,-50,category1
107.60000000000001,10.2,11.7,41.7,584,151,-1129,-4088,-505,-565,category1
107.7,0.9,58.9,29.2,68,764,-4942,-3006,-55,-325,category1
107.80000000000001,1.8,37.2,47.4,-804,-277,258,5003,447,-504,category1
107.9,5.0,30.3,52.1,-515,-16,-925,1162,8,254,category1
108.0,0.3,25.0,19.7,506,-674,-3473,-641,-22,-857,category1
108.10000000000001,7.7,18.2,85.3,418,-838,-1750,5319,-108,811,category1
108.2,7.2,55.7,4.5,-697,-655,2399,-4109,85,260,category1
108.30000000000001,0.9,14.8,57.0,-585,174,-2445,-1465,704,481,category1
108.4,4.9,61.9,31.3,25,238,-1022,5544,715,-700,category1
108.5,11.0,79.5,46.3,-273,655,-3147,5375,-378,742,category1
108.60000000000001,8.1,29.0,68.2,-345,315,4770,2008,-192,-294,category1
108.7,11.4,44.3,7.3,-265,313,5956,1074,183,-687,category1
108.80000000000001,8.5,69.7,41.9,-31,-413,-5935,-262,9,854,category1
108.9,10.0,33.0,65.2,481,-567,-3428,-3793,55,0,category1
109.0,0.1,48.0,31.1,626,391,-1598,4900,1,460,category1
109.10000000000001,0.1,73.9,40.7,889,-510,3851,76,196,-143,category1
109.2,1.0,1.6,50.9,-652,155,-3388,4810,-419,185,category1
109.30000000000001,10.0,42.6,56.1,-257,-683,5260,1427,325,116,category1
109.4,7.1,63.0,57.8,-168,-580,-4757,-3601,483,311,category1
109.5,11.8,27.7,75.0,345,571,-308,-4147,-413,392,category1
109.60000000000001,12.7,4.4,21.0,638,-239,-4872,5803,-298,576,category1
109.7,9.9,36.4,8.3,496,689,-4701,-2401,-7,68,category1
109.80000000000001,2.2,57.4,90.9,-353,349,-5004,4993,-199,838,category1
109.9,4.8,74.8,37.8,353,121,3459,5225,636,-466,category1
110.0,2.3,40.1,70.4,-872,177,2284,-4994,-559,823,category1
110.10000000000001,3.7,17.2,1.8,671,-734,-1072,-243,-868,-296,category1
110.2,12.9,2.3,82.5,-414,125,-5895,158,397,-403,category1
110.30000000000001,10.4,31.1,64.4,780,108,3978,-3217,-185,451,category1
110.4,9.4,67.3,89.6,610,-227,2486,-1282,242,-571,category1
110.5,0.2,7.7,13.7,-177,854,-4052,-1020,84,-124,category1
110.60000000000001,8.4,52.8,77.7,157,-788,778,-8,-825,44,category1
110.7,9.5,61.7,18.2,536,498,-5016,-2092,297,451,category1
110.80000000000001,7.8,65.9,25.5,522,-581,1167,4595,-300,589,category1
110.9,11.5,55.7,91.5,-370,-240,27,3943,-184,25,category1
111.0,9.5,68.0,38.7,598,-216,5219,-5946,618,607,category1
111.10000000000001,1.4,2.4,24.7,288,248,-3037,4846,-354,-63,category1
111.2,3.7,42.4,71.2,350,835,1561,-1823,-895,493,category1
111.30000000000001,9.2,41.9,86.5,-618,504,2517,2937,-658,-168,category1
111.4,2.9,44.6,9.9,390,-632,-4887,2276,-844,-287,category1
111.5,5.9,69.5,9.2,71,630,-5038,-4586,-90,-735,category1
111.60000000000001,0.6,48.8,77.0,443,-559,2269,-2230,740,287,category1
111.7,0.7,62.8,90.8,-690,429,793,-34,606,261,category1
111.80000000000001,10.4,26.2,34.6,394,-406,-3728,-5170,-279,-855,category1
111.9,3.5,25.8,80.2,-479,-324,-4870,-3126,418,-80,category1
112.0,5.4,34.1,9.6,690,599,-976,-5802,-222,303,category1
112.10000000000001,9.8,17.4,9.8,-135,-550,-2902,-3251,-587,-21,category1
112.2,12.6,66.8,64.6,-299,-623,5245,-2145,740,-182,category1
112.30000000000001,0.2,65.4,68.2,236,300,-5333,5770,-152,670,category1
112.4,1.6,72.8,85.8,-63,-835,4043,-3386,-226,-640,category1
112.5,7.3,19.3,14.2,689,-158,-2803,-814,219,-587,category1
112.60000000000001,5.4,73.7,72.7,833,-769,-3504,4808,388,162,category1
112.7,8.2,64.0,81.7,885,-396,-4749,67,-244,-768,category1
112.80000000000001,8.1,23.6,96.4,522,-345,-1364,4073,-877,142,category1
112.9,0.6,70.4,4.2,-750,397,3111,-51,-678,-886,category1
113.0,1.9,22.3,25.4,788,243,4164,-4211,-313,709,category1
113.10000000000001,2.3,38.0,44.1,-784,-85,3559,-4091,-375,-139,category1
113.2,0.0,77.8,68.5,-488,-737,3122,-5,-533,-873,category1
113.30000000000001,5.0,31.2,4.3,25,852,2552,3475,39,-217,category1
113.4,8.4,74.8,99.4,217,769,-5677,-5786,-542,389,category1
113.5,0.0,76.5,15.2,843,49,3261,-139,-414,749,category1
113.60000000000001,1.0,79.8,26.5,-715,-436,-4391,5392,357,-719,category1
113.7,10.2,45.9,6.1,-839,-894,-2949,-3664,-27,634,category1
113.80000000000001,1.4,11.0,97.8,448,-202,1230,-5139,-761,-314,category1
113.9,8.1,66.5,43.4,649,761,-1647,-809,76,-162,category1
114.0,3.7,12.8,60.8,-293,453,-2778,-5282,162,129,category1
114.10000000000001,4.0,52.0,34.9,-721,-827,-3095,2726,605,343,category1
114.2,2.9,13.8,28.1,246,782,2714,5668,719,-26,category1
114.30000000000001,9.9,73.3,50.8,747,-754,5044,-5452,-366,-709,category1
114.4,1.2,69.8,96.4,617,729,-4411,-5399,-139,820,category1
114.5,0.0,35.4,76.0,608,310,2505,-3359,-56,724,category1
114.60000000000001,3.9,8.8,76.4,-129,-326,-1819,-2974,-146,11,category1
114.7,1.5,2.0,39.1,-374,-687,2185,1630,-143,615,category1
114.80000000000001,6.3,30.1,66.9,623,-695,284,-5960,105,379,category1
114.9,7.8,2.8,57.5,351,443,5420,-966,-230,175,category1
115.0,0.9,36.0,11.9,-232,384,3538,-1168,833,-694,category1
115.10000000000001,4.5,57.9,68.8,574,887,-5299,5136,427,-411,category1
115.2,1.9,13.6,25.9,-508,62,-1900,-3950,-578,-602,category1
115.30000000000001,11.6,33.7,56.6,341,650,-4956,-5196,-72,135,category1
115.4,8.6,27.2,98.6,771,609,-762,-3993,-40,334,category1
115.5,4.4,3.9,92.3,-366,72,-2447,4261,-662,-591,category1
115.60000000000001,12.8,77.1,48.2,-784,-844,-2066,-1213,570,-129,category1
115.7,6.0,56.8,85.2,719,103,-1081,780,765,612,category1
115.80000000000001,5.0,77.6,53.5,405,183,-5979,-3888,853,-861,category1
115.9,7.4,11.1,77.5,-891,-306,-3839,-5615,-268,-880,category1
116.0,0.6,49.0,69.8,-708,139,-1195,-181,860,-463,category1
116.10000000000001,2.6,58.4,71.8,-461,-320,-3507,3111,-463,67,category1
116.2,2.5,9.3,55.4,-332,102,-2937,5413,9,-831,category1
116.30000000000001,6.4,8.1,23.2,-708,-680,-1909,-707,-442,610,category1
116.4,7.7,28.6,84.1,-749,774,-4268,-3796,-781,896,category1
116.5,3.1,67.3,86.1,721,780,831,-2116,669,-484,category1
116.60000000000001,12.7,77.8,12.6,354,-557,-2613,2042,270,-566,category1
116.7,5.4,29.5,27.2,-282,553,-5724,-5127,-36,-275,category1
116.80000000000001,9.4,73.7,18.0,793,-584,4905,2729,-851,496,category1
116.9,12.7,74.0,40.3,839,-479,-4322,-1756,-261,58,category1
117.0,10.5,76.6,64.5,-146,598,3450,-1213,-379,394,category1
117.10000000000001,7.3,78.3,15.4,-77,-418,2755,609,729,-67,category1
117.2,12.6,44.6,56.9,-415,-82,2327,-2139,-458,144,category1
117.30000000000001,5.4,6.7,41.6,254,861,1039,-1219,218,-237,category1
117.4,1.6,73.1,90.3,-540,410,4630,-1390,-5,-791,category1
117.5,0.6,65.3,2.2,237,873,1787,-5747,524,533,category1
117.60000000000001,6.5,21.0,66.8,-35,354,-5210,-2926,105,-479,category1
117.7,4.2,57.9,93.6,-854,-416,-2937,5656,-753,-111,category1
117.80000000000001,1.2,33.1,23.9,877,392,3113,3040,191,-471,category1
117.9,5.8,52.7,33.1,-511,-478,1248,4496,-469,-194,category1
118.0,9.5,50.2,54.3,-389,164,4524,3729,-524,-687,category1
118.10000000000001,7.9,24.3,41.1,-232,-171,-1420,284,-59,-456,category1
118.2,11.5,65.0,74.2,304,854,-412,4212,-876,-378,category1
118.30000000000001,5.4,53.9,5.7,821,-252,5403,-867,-28,-703,category1
118.4,0.8,62.1,40.5,29,248,2102,-5314,-56,351,category1
118.5,4.9,67.4,92.7,826,529,5904,-5167,792,-820,category1
118.60000000000001,2.9,38.5,84.4,671,557,-1268,4379,82,-421,category1
118.7,7.7,34.0,68.1,-344,662,-2332,3454,-870,-98,category1
118.80000000000001,11.0,65.8,91.2,-655,-753,2578,404,-408,177,category1
118.9,1.6,61.4,84.1,398,-222,706,1432,-652,470,category1
119.0,0.2,14.4,51.2,171,-480,4568,-2001,-144,389,category1
119.10000000000001,10.5,27.1,58.0,-137,14,4538,-1461,-633,-459,category1
119.2,8.2,10.2,53.6,788,-606,-2856,2894,707,-70,category1
119.30000000000001,5.7,51.8,37.6,329,-257,4511,4960,702,325,category1
119.4,1.6,19.0,36.3,-863,753,3839,3473,846,193,category1
119.5,3.4,22.6,75.6,-320,-289,5501,-5000,-746,358,category1
119.60000000000001,0.3,0.4,3.5,754,-766,2541,3313,763,-266,category1
119.7,11.5,3.1,53.4,-169,244,1178,3680,-469,-229,category1
119.80000000000001,1.2,67.0,56.0,754,821,1427,5601,-501,-469,category1
119.9,7.6,33.5,81.7,-794,657,-2987,1006,616,781,category1
120.0,5.5,19.5,31.3,-622,-668,3246,1960,673,243,category1
120.10000000000001,12.1,29.7,34.5,732,-687,133,1032,392,-779,category1
120.2,9.1,77.5,46.2,23,641,-2205,483,101,427,category1
120.30000000000001,9.6,75.5,67.6,-29,-360,-4341,-4372,517,-161,category1
120.4,12.5,44.9,80.6,23,-706,1506,-903,-451,309,category1
120.5,2.5,40.3,4.7,623,-385,530,-5416,-785,525,category1
120.60000000000001,0.4,74.0,55.8,260,398,-4208,1023,557,882,category1
120.7,10.6,37.1,79.6,-661,145,-3453,4919,44,107,category1
120.80000000000001,6.0,19.2,26.9,-722,-782,-605,-2458,223,-535,category1
120.9,4.4,46.3,97.1,259,-872,1723,-2393,688,-133,category1
121.0,8.6,47.8,17.8,-511,-429,4340,5638,505,422,category1
121.10000000000001,0.3,13.0,65.5,-646,354,3228,2064,762,-578,category1
121.2,0.1,43.2,22.6,-788,414,-1286,5580,-119,151,category1
121.30000000000001,6.8,7.2,37.5,143,-314,-2163,4708,-341,-450,category1
121.4,7.5,57.5,67.6,569,-493,4288,3988,655,-852,category1
121.5,10.1,63.5,56.8,683,-217,4723,5174,-539,708,category1
121.60000000000001,10.6,63.3,67.0,399,612,5487,1752,-329,671,category1
121.7,5.3,11.0,97.3,-889,455,3414,-4926,148,189,category1
121.80000000000001,10.1,3.5,15.7,-259,474,-5645,-4984,-585,74,category1
121.9,9.2,70.3,19.9,-95,394,1296,5192,-130,-34,category1
122.0,1.5,38.5,14.7,-412,-899,4304,-2291,-28,-558,category1
122.10000000000001,3.8,26.8,0.8,18,382,-108,257,-2,-15,category1
122.2,9.9,11.8,10.2,871,888,4432,609,249,286,category1
122.30000000000001,0.1,56.9,39.5,-126,639,5663,-4541,208,-319,category1
122.4,0.3,76.5,16.5,893,-425,-5555,4460,252,101,category1
122.5,2.8,67.0,57.4,78,672,3462,-2297,527,-413,category1
122.60000000000001,10.5,13.4,59.9,764,-95,-1120,-4439,-664,-227,category1
122.7,6.8,18.3,28.2,-767,583,3744,2529,-435,862,category1
122.80000000000001,11.3,60.5,64.1,-740,-461,144,-549,248,-392,category1
122.9,2.4,63.2,14.5,775,-196,-462,2143,701,-688,category1
123.0,4.6,9.1,54.6,-533,-396,-2132,2288,662,-800,category1
123.10000000000001,10.0,10.2,34.7,147,-800,-1623,4954,-699,740,category1
123.2,10.9,54.6,61.9,220,-593,1217,1407,624,797,category1
123.30000000000001,12.4,48.3,68.9,132,116,-1107,2845,876,406,category1
123.4,2.3,59.5,33.0,-116,622,-712,2175,-44,668,category1
123.5,9.3,11.9,45.0,-279,-225,-3657,-1020,102,81,category1
123.60000000000001,11.3,72.2,54.3,888,-539,-4064,5374,459,610,category1
123.7,2.5,69.3,96.2,-473,622,4882,4130,788,-167,category1
123.80000000000001,8.9,10.8,77.2,-745,362,5222,-5846,-623,693,category1
123.9,8.2,53.0,94.8,-480,401,1223,-2862,-520,27,category1
124.0,8.5,28.9,84.8,-221,-465,-5071,-5723,-645,-312,category1
124.10000000000001,1.1,77.7,93.2,-327,-737,976,4381,-585,431,category1
124.2,2.0,42.0,30.8,610,455,-4925,-2340,492,833,category1
124.30000000000001,5.6,35.2,77.6,588,305,2132,2213,133,-389,category1
124.4,11.4,23.1,46.4,513,-75,2639,-818,99,804,category1
124.5,12.4,1.6,89.6,-733,-607,4403,3871,-218,-366,category1
124.60000000000001,5.9,21.7,70.0,-872,-454,-5210,-5555,-601,-357,category1
124.7,0.5,75.5,76.4,-273,-16,-1767,-861,484,595,category1
124.80000000000001,11.5,19.5,98.3,-259,-55,406,-3846,-104,234,category1
124.9,1.1,27.3,25.5,332,459,-1709,816,-727,-251,category1
125.0,12.0,7.1,80.5,817,685,-4407,4960,402,-59,category1
125.10000000000001,12.5,17.1,90.9,141,173,-2562,-5415,-100,41,category1
125.2,0.4,4.9,60.4,836,-412,-3990,-5253,-551,584,category1
125.30000000000001,10.1,12.9,45.4,-757,548,-1410,-4281,-258,-253,category1
125.4,1.7,21.5,48.1,-199,22,500,-4856,316,-87,category1
125.5,12.5,7.6,43.9,490,-346,5571,-4639,142,252,category1
125.60000000000001,5.8,77.5,43.3,-180,-533,5793,-368,42,-193,category1
125.7,2.2,34.5,9.8,-539,-412,5919,-1471,749,-483,category1
125.80000000000001,0.0,22.0,87.6,-798,748,5215,59,-464,-534,category1
125.9,5.3,60.3,63.9,415,638,1505,-723,-201,534,category1
126.0,1.2,11.1,99.8,-632,-415,5495,-2276,-92,-836,category1
126.10000000000001,2.1,24.1,58.5,-384,705,1241,4946,457,396,category1
126.2,8.2,72.6,10.0,-262,-293,-1820,5746,553,110,category1
126.30000000000001,6.6,77.9,42.7,-99,310,4772,-15,-220,677,category1
126.4,4.6,0.0,67.3,-627,187,2842,-5920,-466,577,category1
126.5,9.2,52.8,0.1,-197,442,2987,-3015,-44,538,category1
126.60000000000001,3.4,63.6,26.4,-733,-761,-4475,-3617,-578,677,category1
126.7,10.8,50.3,7.4,892,-350,5879,290,217,-295,category1
126.80000000000001,8.3,77.1,51.2,-104,89,3712,-4197,818,891,category1
126.9,6.9,18.8,76.0,335,750,-895,4568,546,-310,category1
127.0,0.1,73.1,88.4,-21,-382,-1223,3056,766,-565,category1
127.10000000000001,12.3,12.0,98.4,642,852,3376,-3231,-539,345,category1
127.2,2.3,59.4,4.2,-820,-5,-3161,-3683,430,-737,category1
127.30000000000001,10.1,63.5,57.7,-132,64,5743,-1975,-783,4,category1
127.4,0.1,72.9,81.0,-10,-752,1496,4896,33,-52,category1
127.5,7.9,66.8,71.3,-634,-148,1575,2427,-90,-388,category1
127.60000000000001,3.7,45.4,97.3,-539,-711,-2667,-3792,245,368,category1
127.7,12.2,47.5,87.9,-5,-229,2170,-1871,-179,869,category1
127.80000000000001,6.0,10.3,76.0,279,105,5694,-1085,-159,-859,category1
127.9,10.7,37.7,23.0,264,-461,-4347,4118,-622,-107,category1
